author,id,text,title
Charles Dickens,1788,"“Would he,” asked Mr. Lorry, “be sensibly relieved if he could prevail upon himself to impart that secret brooding to any one, when it is on him?”",A Tale of Two Cities
Charles Dickens,1789,"“I think so. But it is, as I have told you, next to impossible. I even believe it--in some cases--to be quite impossible.”",A Tale of Two Cities
Charles Dickens,1790,"“Now,” said Mr. Lorry, gently laying his hand on the Doctor’s arm again, after a short silence on both sides, “to what would you refer this attack?”",A Tale of Two Cities
Charles Dickens,1791,"“I believe,” returned Doctor Manette, “that there had been a strong and extraordinary revival of the train of thought and remembrance that was the first cause of the malady. Some intense associations of a most distressing nature were vividly recalled, I think. It is probable that there had long been a dread lurking in his mind, that those associations would be recalled--say, under certain circumstances--say, on a particular occasion. He tried to prepare himself in vain; perhaps the effort to prepare himself made him less able to bear it.”",A Tale of Two Cities
Charles Dickens,1792,"“Would he remember what took place in the relapse?” asked Mr. Lorry, with natural hesitation.",A Tale of Two Cities
Charles Dickens,1793,"The Doctor looked desolately round the room, shook his head, and answered, in a low voice, “Not at all.”",A Tale of Two Cities
Charles Dickens,1794,"“Now, as to the future,” hinted Mr. Lorry.",A Tale of Two Cities
Charles Dickens,1795,"“As to the future,” said the Doctor, recovering firmness, “I should have great hope. As it pleased Heaven in its mercy to restore him so soon, I should have great hope. He, yielding under the pressure of a complicated something, long dreaded and long vaguely foreseen and contended against, and recovering after the cloud had burst and passed, I should hope that the worst was over.”",A Tale of Two Cities
Charles Dickens,1796,"“Well, well! That’s good comfort. I am thankful!” said Mr. Lorry.",A Tale of Two Cities
Charles Dickens,1797,"“I am thankful!” repeated the Doctor, bending his head with reverence.",A Tale of Two Cities
Charles Dickens,1798,"“There are two other points,” said Mr. Lorry, “on which I am anxious to be instructed. I may go on?”",A Tale of Two Cities
Charles Dickens,1799,“You cannot do your friend a better service.” The Doctor gave him his hand.,A Tale of Two Cities
Charles Dickens,1800,"“To the first, then. He is of a studious habit, and unusually energetic; he applies himself with great ardour to the acquisition of professional knowledge, to the conducting of experiments, to many things. Now, does he do too much?”",A Tale of Two Cities
Charles Dickens,1801,"“I think not. It may be the character of his mind, to be always in singular need of occupation. That may be, in part, natural to it; in part, the result of affliction. The less it was occupied with healthy things, the more it would be in danger of turning in the unhealthy direction. He may have observed himself, and made the discovery.”",A Tale of Two Cities
Charles Dickens,1802,“You are sure that he is not under too great a strain?”,A Tale of Two Cities
Charles Dickens,1803,“I think I am quite sure of it.”,A Tale of Two Cities
Charles Dickens,1804,"“My dear Manette, if he were overworked now--”",A Tale of Two Cities
Charles Dickens,1805,"“My dear Lorry, I doubt if that could easily be. There has been a violent stress in one direction, and it needs a counterweight.”",A Tale of Two Cities
Charles Dickens,1806,"“Excuse me, as a persistent man of business. Assuming for a moment, that he _was_ overworked; it would show itself in some renewal of this disorder?”",A Tale of Two Cities
Charles Dickens,1807,"“I do not think so. I do not think,” said Doctor Manette with the firmness of self-conviction, “that anything but the one train of association would renew it. I think that, henceforth, nothing but some extraordinary jarring of that chord could renew it. After what has happened, and after his recovery, I find it difficult to imagine any such violent sounding of that string again. I trust, and I almost believe, that the circumstances likely to renew it are exhausted.”",A Tale of Two Cities
Charles Dickens,1808,"He spoke with the diffidence of a man who knew how slight a thing would overset the delicate organisation of the mind, and yet with the confidence of a man who had slowly won his assurance out of personal endurance and distress. It was not for his friend to abate that confidence. He professed himself more relieved and encouraged than he really was, and approached his second and last point. He felt it to be the most difficult of all; but, remembering his old Sunday morning conversation with Miss Pross, and remembering what he had seen in the last nine days, he knew that he must face it.",A Tale of Two Cities
Charles Dickens,1809,"“The occupation resumed under the influence of this passing affliction so happily recovered from,” said Mr. Lorry, clearing his throat, “we will call--Blacksmith’s work, Blacksmith’s work. We will say, to put a case and for the sake of illustration, that he had been used, in his bad time, to work at a little forge. We will say that he was unexpectedly found at his forge again. Is it not a pity that he should keep it by him?”",A Tale of Two Cities
Charles Dickens,1810,"The Doctor shaded his forehead with his hand, and beat his foot nervously on the ground.",A Tale of Two Cities
Charles Dickens,1811,"“He has always kept it by him,” said Mr. Lorry, with an anxious look at his friend. “Now, would it not be better that he should let it go?”",A Tale of Two Cities
Charles Dickens,1812,"Still, the Doctor, with shaded forehead, beat his foot nervously on the ground.",A Tale of Two Cities
Charles Dickens,1813,"“You do not find it easy to advise me?” said Mr. Lorry. “I quite understand it to be a nice question. And yet I think--” And there he shook his head, and stopped.",A Tale of Two Cities
Charles Dickens,1814,"“You see,” said Doctor Manette, turning to him after an uneasy pause, “it is very hard to explain, consistently, the innermost workings of this poor man’s mind. He once yearned so frightfully for that occupation, and it was so welcome when it came; no doubt it relieved his pain so much, by substituting the perplexity of the fingers for the perplexity of the brain, and by substituting, as he became more practised, the ingenuity of the hands, for the ingenuity of the mental torture; that he has never been able to bear the thought of putting it quite out of his reach. Even now, when I believe he is more hopeful of himself than he has ever been, and even speaks of himself with a kind of confidence, the idea that he might need that old employment, and not find it, gives him a sudden sense of terror, like that which one may fancy strikes to the heart of a lost child.”",A Tale of Two Cities
Charles Dickens,1815,"He looked like his illustration, as he raised his eyes to Mr. Lorry’s face.",A Tale of Two Cities
Charles Dickens,1816,"“But may not--mind! I ask for information, as a plodding man of business who only deals with such material objects as guineas, shillings, and bank-notes--may not the retention of the thing involve the retention of the idea? If the thing were gone, my dear Manette, might not the fear go with it? In short, is it not a concession to the misgiving, to keep the forge?”",A Tale of Two Cities
Charles Dickens,1817,There was another silence.,A Tale of Two Cities
Charles Dickens,1818,"“You see, too,” said the Doctor, tremulously, “it is such an old companion.”",A Tale of Two Cities
Charles Dickens,1819,"“I would not keep it,” said Mr. Lorry, shaking his head; for he gained in firmness as he saw the Doctor disquieted. “I would recommend him to sacrifice it. I only want your authority. I am sure it does no good. Come! Give me your authority, like a dear good man. For his daughter’s sake, my dear Manette!”",A Tale of Two Cities
Charles Dickens,1820,Very strange to see what a struggle there was within him!,A Tale of Two Cities
Charles Dickens,1821,"“In her name, then, let it be done; I sanction it. But, I would not take it away while he was present. Let it be removed when he is not there; let him miss his old companion after an absence.”",A Tale of Two Cities
Charles Dickens,1822,"Mr. Lorry readily engaged for that, and the conference was ended. They passed the day in the country, and the Doctor was quite restored. On the three following days he remained perfectly well, and on the fourteenth day he went away to join Lucie and her husband. The precaution that had been taken to account for his silence, Mr. Lorry had previously explained to him, and he had written to Lucie in accordance with it, and she had no suspicions.",A Tale of Two Cities
Charles Dickens,1823,"On the night of the day on which he left the house, Mr. Lorry went into his room with a chopper, saw, chisel, and hammer, attended by Miss Pross carrying a light. There, with closed doors, and in a mysterious and guilty manner, Mr. Lorry hacked the shoemaker’s bench to pieces, while Miss Pross held the candle as if she were assisting at a murder--for which, indeed, in her grimness, she was no unsuitable figure. The burning of the body (previously reduced to pieces convenient for the purpose) was commenced without delay in the kitchen fire; and the tools, shoes, and leather, were buried in the garden. So wicked do destruction and secrecy appear to honest minds, that Mr. Lorry and Miss Pross, while engaged in the commission of their deed and in the removal of its traces, almost felt, and almost looked, like accomplices in a horrible crime.",A Tale of Two Cities
Charles Dickens,1824,CHAPTER XX. A Plea,A Tale of Two Cities
Charles Dickens,1825,"When the newly-married pair came home, the first person who appeared, to offer his congratulations, was Sydney Carton. They had not been at home many hours, when he presented himself. He was not improved in habits, or in looks, or in manner; but there was a certain rugged air of fidelity about him, which was new to the observation of Charles Darnay.",A Tale of Two Cities
Charles Dickens,1826,"He watched his opportunity of taking Darnay aside into a window, and of speaking to him when no one overheard.",A Tale of Two Cities
Charles Dickens,1827,"“Mr. Darnay,” said Carton, “I wish we might be friends.”",A Tale of Two Cities
Charles Dickens,1828,"“We are already friends, I hope.”",A Tale of Two Cities
Charles Dickens,1829,"“You are good enough to say so, as a fashion of speech; but, I don’t mean any fashion of speech. Indeed, when I say I wish we might be friends, I scarcely mean quite that, either.”",A Tale of Two Cities
Charles Dickens,1830,"Charles Darnay--as was natural--asked him, in all good-humour and good-fellowship, what he did mean?",A Tale of Two Cities
Charles Dickens,1831,"“Upon my life,” said Carton, smiling, “I find that easier to comprehend in my own mind, than to convey to yours. However, let me try. You remember a certain famous occasion when I was more drunk than--than usual?”",A Tale of Two Cities
Charles Dickens,1832,“I remember a certain famous occasion when you forced me to confess that you had been drinking.”,A Tale of Two Cities
Charles Dickens,1833,"“I remember it too. The curse of those occasions is heavy upon me, for I always remember them. I hope it may be taken into account one day, when all days are at an end for me! Don’t be alarmed; I am not going to preach.”",A Tale of Two Cities
Charles Dickens,1834,"“I am not at all alarmed. Earnestness in you, is anything but alarming to me.”",A Tale of Two Cities
Charles Dickens,1835,"“Ah!” said Carton, with a careless wave of his hand, as if he waved that away. “On the drunken occasion in question (one of a large number, as you know), I was insufferable about liking you, and not liking you. I wish you would forget it.”",A Tale of Two Cities
Charles Dickens,1836,“I forgot it long ago.”,A Tale of Two Cities
Charles Dickens,1837,"“Fashion of speech again! But, Mr. Darnay, oblivion is not so easy to me, as you represent it to be to you. I have by no means forgotten it, and a light answer does not help me to forget it.”",A Tale of Two Cities
Charles Dickens,1838,"“If it was a light answer,” returned Darnay, “I beg your forgiveness for it. I had no other object than to turn a slight thing, which, to my surprise, seems to trouble you too much, aside. I declare to you, on the faith of a gentleman, that I have long dismissed it from my mind. Good Heaven, what was there to dismiss! Have I had nothing more important to remember, in the great service you rendered me that day?”",A Tale of Two Cities
Charles Dickens,1839,"“As to the great service,” said Carton, “I am bound to avow to you, when you speak of it in that way, that it was mere professional claptrap, I don’t know that I cared what became of you, when I rendered it.--Mind! I say when I rendered it; I am speaking of the past.”",A Tale of Two Cities
Charles Dickens,1840,"“You make light of the obligation,” returned Darnay, “but I will not quarrel with _your_ light answer.”",A Tale of Two Cities
Charles Dickens,1841,"“Genuine truth, Mr. Darnay, trust me! I have gone aside from my purpose; I was speaking about our being friends. Now, you know me; you know I am incapable of all the higher and better flights of men. If you doubt it, ask Stryver, and he’ll tell you so.”",A Tale of Two Cities
Charles Dickens,1842,"“I prefer to form my own opinion, without the aid of his.”",A Tale of Two Cities
Charles Dickens,1843,"“Well! At any rate you know me as a dissolute dog, who has never done any good, and never will.”",A Tale of Two Cities
Charles Dickens,1844,“I don’t know that you ‘never will.’”,A Tale of Two Cities
Charles Dickens,1845,"“But I do, and you must take my word for it. Well! If you could endure to have such a worthless fellow, and a fellow of such indifferent reputation, coming and going at odd times, I should ask that I might be permitted to come and go as a privileged person here; that I might be regarded as an useless (and I would add, if it were not for the resemblance I detected between you and me, an unornamental) piece of furniture, tolerated for its old service, and taken no notice of. I doubt if I should abuse the permission. It is a hundred to one if I should avail myself of it four times in a year. It would satisfy me, I dare say, to know that I had it.”",A Tale of Two Cities
Charles Dickens,1846,“Will you try?”,A Tale of Two Cities
Charles Dickens,1847,"“That is another way of saying that I am placed on the footing I have indicated. I thank you, Darnay. I may use that freedom with your name?”",A Tale of Two Cities
Charles Dickens,1848,"“I think so, Carton, by this time.”",A Tale of Two Cities
Charles Dickens,1849,"They shook hands upon it, and Sydney turned away. Within a minute afterwards, he was, to all outward appearance, as unsubstantial as ever.",A Tale of Two Cities
Charles Dickens,1850,"When he was gone, and in the course of an evening passed with Miss Pross, the Doctor, and Mr. Lorry, Charles Darnay made some mention of this conversation in general terms, and spoke of Sydney Carton as a problem of carelessness and recklessness. He spoke of him, in short, not bitterly or meaning to bear hard upon him, but as anybody might who saw him as he showed himself.",A Tale of Two Cities
Charles Dickens,1851,"He had no idea that this could dwell in the thoughts of his fair young wife; but, when he afterwards joined her in their own rooms, he found her waiting for him with the old pretty lifting of the forehead strongly marked.",A Tale of Two Cities
Charles Dickens,1852,"“We are thoughtful to-night!” said Darnay, drawing his arm about her.",A Tale of Two Cities
Charles Dickens,1853,"“Yes, dearest Charles,” with her hands on his breast, and the inquiring and attentive expression fixed upon him; “we are rather thoughtful to-night, for we have something on our mind to-night.”",A Tale of Two Cities
Charles Dickens,1854,"“What is it, my Lucie?”",A Tale of Two Cities
Charles Dickens,1855,"“Will you promise not to press one question on me, if I beg you not to ask it?”",A Tale of Two Cities
Charles Dickens,1856,“Will I promise? What will I not promise to my Love?”,A Tale of Two Cities
Charles Dickens,1857,"What, indeed, with his hand putting aside the golden hair from the cheek, and his other hand against the heart that beat for him!",A Tale of Two Cities
Charles Dickens,1858,"“I think, Charles, poor Mr. Carton deserves more consideration and respect than you expressed for him to-night.”",A Tale of Two Cities
Charles Dickens,1859,"“Indeed, my own? Why so?”",A Tale of Two Cities
Charles Dickens,1860,“That is what you are not to ask me. But I think--I know--he does.”,A Tale of Two Cities
Charles Dickens,1861,"“If you know it, it is enough. What would you have me do, my Life?”",A Tale of Two Cities
Charles Dickens,1862,"“I would ask you, dearest, to be very generous with him always, and very lenient on his faults when he is not by. I would ask you to believe that he has a heart he very, very seldom reveals, and that there are deep wounds in it. My dear, I have seen it bleeding.”",A Tale of Two Cities
Charles Dickens,1863,"“It is a painful reflection to me,” said Charles Darnay, quite astounded, “that I should have done him any wrong. I never thought this of him.”",A Tale of Two Cities
Charles Dickens,1864,"“My husband, it is so. I fear he is not to be reclaimed; there is scarcely a hope that anything in his character or fortunes is reparable now. But, I am sure that he is capable of good things, gentle things, even magnanimous things.”",A Tale of Two Cities
Charles Dickens,1865,"She looked so beautiful in the purity of her faith in this lost man, that her husband could have looked at her as she was for hours.",A Tale of Two Cities
Charles Dickens,1866,"“And, O my dearest Love!” she urged, clinging nearer to him, laying her head upon his breast, and raising her eyes to his, “remember how strong we are in our happiness, and how weak he is in his misery!”",A Tale of Two Cities
Charles Dickens,1867,"The supplication touched him home. “I will always remember it, dear Heart! I will remember it as long as I live.”",A Tale of Two Cities
Charles Dickens,1868,"He bent over the golden head, and put the rosy lips to his, and folded her in his arms. If one forlorn wanderer then pacing the dark streets, could have heard her innocent disclosure, and could have seen the drops of pity kissed away by her husband from the soft blue eyes so loving of that husband, he might have cried to the night--and the words would not have parted from his lips for the first time--",A Tale of Two Cities
Charles Dickens,1869,“God bless her for her sweet compassion!”,A Tale of Two Cities
Charles Dickens,1870,CHAPTER XXI. Echoing Footsteps,A Tale of Two Cities
Charles Dickens,1871,"A wonderful corner for echoes, it has been remarked, that corner where the Doctor lived. Ever busily winding the golden thread which bound her husband, and her father, and herself, and her old directress and companion, in a life of quiet bliss, Lucie sat in the still house in the tranquilly resounding corner, listening to the echoing footsteps of years.",A Tale of Two Cities
Charles Dickens,1872,"At first, there were times, though she was a perfectly happy young wife, when her work would slowly fall from her hands, and her eyes would be dimmed. For, there was something coming in the echoes, something light, afar off, and scarcely audible yet, that stirred her heart too much. Fluttering hopes and doubts--hopes, of a love as yet unknown to her: doubts, of her remaining upon earth, to enjoy that new delight--divided her breast. Among the echoes then, there would arise the sound of footsteps at her own early grave; and thoughts of the husband who would be left so desolate, and who would mourn for her so much, swelled to her eyes, and broke like waves.",A Tale of Two Cities
Charles Dickens,1873,"That time passed, and her little Lucie lay on her bosom. Then, among the advancing echoes, there was the tread of her tiny feet and the sound of her prattling words. Let greater echoes resound as they would, the young mother at the cradle side could always hear those coming. They came, and the shady house was sunny with a child’s laugh, and the Divine friend of children, to whom in her trouble she had confided hers, seemed to take her child in his arms, as He took the child of old, and made it a sacred joy to her.",A Tale of Two Cities
Charles Dickens,1874,"Ever busily winding the golden thread that bound them all together, weaving the service of her happy influence through the tissue of all their lives, and making it predominate nowhere, Lucie heard in the echoes of years none but friendly and soothing sounds. Her husband’s step was strong and prosperous among them; her father’s firm and equal. Lo, Miss Pross, in harness of string, awakening the echoes, as an unruly charger, whip-corrected, snorting and pawing the earth under the plane-tree in the garden!",A Tale of Two Cities
Charles Dickens,1875,"Even when there were sounds of sorrow among the rest, they were not harsh nor cruel. Even when golden hair, like her own, lay in a halo on a pillow round the worn face of a little boy, and he said, with a radiant smile, “Dear papa and mamma, I am very sorry to leave you both, and to leave my pretty sister; but I am called, and I must go!” those were not tears all of agony that wetted his young mother’s cheek, as the spirit departed from her embrace that had been entrusted to it. Suffer them and forbid them not. They see my Father’s face. O Father, blessed words!",A Tale of Two Cities
Charles Dickens,1876,"Thus, the rustling of an Angel’s wings got blended with the other echoes, and they were not wholly of earth, but had in them that breath of Heaven. Sighs of the winds that blew over a little garden-tomb were mingled with them also, and both were audible to Lucie, in a hushed murmur--like the breathing of a summer sea asleep upon a sandy shore--as the little Lucie, comically studious at the task of the morning, or dressing a doll at her mother’s footstool, chattered in the tongues of the Two Cities that were blended in her life.",A Tale of Two Cities
Charles Dickens,1877,"The Echoes rarely answered to the actual tread of Sydney Carton. Some half-dozen times a year, at most, he claimed his privilege of coming in uninvited, and would sit among them through the evening, as he had once done often. He never came there heated with wine. And one other thing regarding him was whispered in the echoes, which has been whispered by all true echoes for ages and ages.",A Tale of Two Cities
Charles Dickens,1878,"No man ever really loved a woman, lost her, and knew her with a blameless though an unchanged mind, when she was a wife and a mother, but her children had a strange sympathy with him--an instinctive delicacy of pity for him. What fine hidden sensibilities are touched in such a case, no echoes tell; but it is so, and it was so here. Carton was the first stranger to whom little Lucie held out her chubby arms, and he kept his place with her as she grew. The little boy had spoken of him, almost at the last. “Poor Carton! Kiss him for me!”",A Tale of Two Cities
Charles Dickens,1879,"Mr. Stryver shouldered his way through the law, like some great engine forcing itself through turbid water, and dragged his useful friend in his wake, like a boat towed astern. As the boat so favoured is usually in a rough plight, and mostly under water, so, Sydney had a swamped life of it. But, easy and strong custom, unhappily so much easier and stronger in him than any stimulating sense of desert or disgrace, made it the life he was to lead; and he no more thought of emerging from his state of lion’s jackal, than any real jackal may be supposed to think of rising to be a lion. Stryver was rich; had married a florid widow with property and three boys, who had nothing particularly shining about them but the straight hair of their dumpling heads.",A Tale of Two Cities
Charles Dickens,1880,"These three young gentlemen, Mr. Stryver, exuding patronage of the most offensive quality from every pore, had walked before him like three sheep to the quiet corner in Soho, and had offered as pupils to Lucie’s husband: delicately saying “Halloa! here are three lumps of bread-and-cheese towards your matrimonial picnic, Darnay!” The polite rejection of the three lumps of bread-and-cheese had quite bloated Mr. Stryver with indignation, which he afterwards turned to account in the training of the young gentlemen, by directing them to beware of the pride of Beggars, like that tutor-fellow. He was also in the habit of declaiming to Mrs. Stryver, over his full-bodied wine, on the arts Mrs. Darnay had once put in practice to “catch” him, and on the diamond-cut-diamond arts in himself, madam, which had rendered him “not to be caught.” Some of his King’s Bench familiars, who were occasionally parties to the full-bodied wine and the lie, excused him for the latter by saying that he had told it so often, that he believed it himself--which is surely such an incorrigible aggravation of an originally bad offence, as to justify any such offender’s being carried off to some suitably retired spot, and there hanged out of the way.",A Tale of Two Cities
Charles Dickens,1881,"These were among the echoes to which Lucie, sometimes pensive, sometimes amused and laughing, listened in the echoing corner, until her little daughter was six years old. How near to her heart the echoes of her child’s tread came, and those of her own dear father’s, always active and self-possessed, and those of her dear husband’s, need not be told. Nor, how the lightest echo of their united home, directed by herself with such a wise and elegant thrift that it was more abundant than any waste, was music to her. Nor, how there were echoes all about her, sweet in her ears, of the many times her father had told her that he found her more devoted to him married (if that could be) than single, and of the many times her husband had said to her that no cares and duties seemed to divide her love for him or her help to him, and asked her “What is the magic secret, my darling, of your being everything to all of us, as if there were only one of us, yet never seeming to be hurried, or to have too much to do?”",A Tale of Two Cities
Charles Dickens,1882,"But, there were other echoes, from a distance, that rumbled menacingly in the corner all through this space of time. And it was now, about little Lucie’s sixth birthday, that they began to have an awful sound, as of a great storm in France with a dreadful sea rising.",A Tale of Two Cities
Charles Dickens,1883,"On a night in mid-July, one thousand seven hundred and eighty-nine, Mr. Lorry came in late, from Tellson’s, and sat himself down by Lucie and her husband in the dark window. It was a hot, wild night, and they were all three reminded of the old Sunday night when they had looked at the lightning from the same place.",A Tale of Two Cities
Charles Dickens,1884,"“I began to think,” said Mr. Lorry, pushing his brown wig back, “that I should have to pass the night at Tellson’s. We have been so full of business all day, that we have not known what to do first, or which way to turn. There is such an uneasiness in Paris, that we have actually a run of confidence upon us! Our customers over there, seem not to be able to confide their property to us fast enough. There is positively a mania among some of them for sending it to England.”",A Tale of Two Cities
Charles Dickens,1885,"“That has a bad look,” said Darnay--",A Tale of Two Cities
Charles Dickens,1886,"“A bad look, you say, my dear Darnay? Yes, but we don’t know what reason there is in it. People are so unreasonable! Some of us at Tellson’s are getting old, and we really can’t be troubled out of the ordinary course without due occasion.”",A Tale of Two Cities
Charles Dickens,1887,"“Still,” said Darnay, “you know how gloomy and threatening the sky is.”",A Tale of Two Cities
Charles Dickens,1888,"“I know that, to be sure,” assented Mr. Lorry, trying to persuade himself that his sweet temper was soured, and that he grumbled, “but I am determined to be peevish after my long day’s botheration. Where is Manette?”",A Tale of Two Cities
Charles Dickens,1889,"“Here he is,” said the Doctor, entering the dark room at the moment.",A Tale of Two Cities
Charles Dickens,1890,"“I am quite glad you are at home; for these hurries and forebodings by which I have been surrounded all day long, have made me nervous without reason. You are not going out, I hope?”",A Tale of Two Cities
Charles Dickens,1891,"“No; I am going to play backgammon with you, if you like,” said the Doctor.",A Tale of Two Cities
Charles Dickens,1892,"“I don’t think I do like, if I may speak my mind. I am not fit to be pitted against you to-night. Is the teaboard still there, Lucie? I can’t see.”",A Tale of Two Cities
Charles Dickens,1893,"“Of course, it has been kept for you.”",A Tale of Two Cities
Charles Dickens,1894,"“Thank ye, my dear. The precious child is safe in bed?”",A Tale of Two Cities
Charles Dickens,1895,“And sleeping soundly.”,A Tale of Two Cities
Charles Dickens,1896,"“That’s right; all safe and well! I don’t know why anything should be otherwise than safe and well here, thank God; but I have been so put out all day, and I am not as young as I was! My tea, my dear! Thank ye. Now, come and take your place in the circle, and let us sit quiet, and hear the echoes about which you have your theory.”",A Tale of Two Cities
Charles Dickens,1897,“Not a theory; it was a fancy.”,A Tale of Two Cities
Charles Dickens,1898,"“A fancy, then, my wise pet,” said Mr. Lorry, patting her hand. “They are very numerous and very loud, though, are they not? Only hear them!”",A Tale of Two Cities
Charles Dickens,1899,"Headlong, mad, and dangerous footsteps to force their way into anybody’s life, footsteps not easily made clean again if once stained red, the footsteps raging in Saint Antoine afar off, as the little circle sat in the dark London window.",A Tale of Two Cities
Charles Dickens,1900,"Saint Antoine had been, that morning, a vast dusky mass of scarecrows heaving to and fro, with frequent gleams of light above the billowy heads, where steel blades and bayonets shone in the sun. A tremendous roar arose from the throat of Saint Antoine, and a forest of naked arms struggled in the air like shrivelled branches of trees in a winter wind: all the fingers convulsively clutching at every weapon or semblance of a weapon that was thrown up from the depths below, no matter how far off.",A Tale of Two Cities
Charles Dickens,1901,"Who gave them out, whence they last came, where they began, through what agency they crookedly quivered and jerked, scores at a time, over the heads of the crowd, like a kind of lightning, no eye in the throng could have told; but, muskets were being distributed--so were cartridges, powder, and ball, bars of iron and wood, knives, axes, pikes, every weapon that distracted ingenuity could discover or devise. People who could lay hold of nothing else, set themselves with bleeding hands to force stones and bricks out of their places in walls. Every pulse and heart in Saint Antoine was on high-fever strain and at high-fever heat. Every living creature there held life as of no account, and was demented with a passionate readiness to sacrifice it.",A Tale of Two Cities
Charles Dickens,1902,"As a whirlpool of boiling waters has a centre point, so, all this raging circled round Defarge’s wine-shop, and every human drop in the caldron had a tendency to be sucked towards the vortex where Defarge himself, already begrimed with gunpowder and sweat, issued orders, issued arms, thrust this man back, dragged this man forward, disarmed one to arm another, laboured and strove in the thickest of the uproar.",A Tale of Two Cities
Charles Dickens,1903,"“Keep near to me, Jacques Three,” cried Defarge; “and do you, Jacques One and Two, separate and put yourselves at the head of as many of these patriots as you can. Where is my wife?”",A Tale of Two Cities
Charles Dickens,1904,"“Eh, well! Here you see me!” said madame, composed as ever, but not knitting to-day. Madame’s resolute right hand was occupied with an axe, in place of the usual softer implements, and in her girdle were a pistol and a cruel knife.",A Tale of Two Cities
Charles Dickens,1905,"“Where do you go, my wife?”",A Tale of Two Cities
Charles Dickens,1906,"“I go,” said madame, “with you at present. You shall see me at the head of women, by-and-bye.”",A Tale of Two Cities
Charles Dickens,1907,"“Come, then!” cried Defarge, in a resounding voice. “Patriots and friends, we are ready! The Bastille!”",A Tale of Two Cities
Charles Dickens,1908,"With a roar that sounded as if all the breath in France had been shaped into the detested word, the living sea rose, wave on wave, depth on depth, and overflowed the city to that point. Alarm-bells ringing, drums beating, the sea raging and thundering on its new beach, the attack began.",A Tale of Two Cities
Charles Dickens,1909,"Deep ditches, double drawbridge, massive stone walls, eight great towers, cannon, muskets, fire and smoke. Through the fire and through the smoke--in the fire and in the smoke, for the sea cast him up against a cannon, and on the instant he became a cannonier--Defarge of the wine-shop worked like a manful soldier, Two fierce hours.",A Tale of Two Cities
Charles Dickens,1910,"Deep ditch, single drawbridge, massive stone walls, eight great towers, cannon, muskets, fire and smoke. One drawbridge down! “Work, comrades all, work! Work, Jacques One, Jacques Two, Jacques One Thousand, Jacques Two Thousand, Jacques Five-and-Twenty Thousand; in the name of all the Angels or the Devils--which you prefer--work!” Thus Defarge of the wine-shop, still at his gun, which had long grown hot.",A Tale of Two Cities
Charles Dickens,1911,"“To me, women!” cried madame his wife. “What! We can kill as well as the men when the place is taken!” And to her, with a shrill thirsty cry, trooping women variously armed, but all armed alike in hunger and revenge.",A Tale of Two Cities
Charles Dickens,1912,"Cannon, muskets, fire and smoke; but, still the deep ditch, the single drawbridge, the massive stone walls, and the eight great towers. Slight displacements of the raging sea, made by the falling wounded. Flashing weapons, blazing torches, smoking waggonloads of wet straw, hard work at neighbouring barricades in all directions, shrieks, volleys, execrations, bravery without stint, boom smash and rattle, and the furious sounding of the living sea; but, still the deep ditch, and the single drawbridge, and the massive stone walls, and the eight great towers, and still Defarge of the wine-shop at his gun, grown doubly hot by the service of Four fierce hours.",A Tale of Two Cities
Charles Dickens,1913,"A white flag from within the fortress, and a parley--this dimly perceptible through the raging storm, nothing audible in it--suddenly the sea rose immeasurably wider and higher, and swept Defarge of the wine-shop over the lowered drawbridge, past the massive stone outer walls, in among the eight great towers surrendered!",A Tale of Two Cities
Charles Dickens,1914,"So resistless was the force of the ocean bearing him on, that even to draw his breath or turn his head was as impracticable as if he had been struggling in the surf at the South Sea, until he was landed in the outer courtyard of the Bastille. There, against an angle of a wall, he made a struggle to look about him. Jacques Three was nearly at his side; Madame Defarge, still heading some of her women, was visible in the inner distance, and her knife was in her hand. Everywhere was tumult, exultation, deafening and maniacal bewilderment, astounding noise, yet furious dumb-show.",A Tale of Two Cities
Charles Dickens,1915,“The Prisoners!”,A Tale of Two Cities
Charles Dickens,1916,“The Records!”,A Tale of Two Cities
Charles Dickens,1917,“The secret cells!”,A Tale of Two Cities
Charles Dickens,1918,“The instruments of torture!”,A Tale of Two Cities
Charles Dickens,1919,“The Prisoners!”,A Tale of Two Cities
Charles Dickens,1920,"Of all these cries, and ten thousand incoherences, “The Prisoners!” was the cry most taken up by the sea that rushed in, as if there were an eternity of people, as well as of time and space. When the foremost billows rolled past, bearing the prison officers with them, and threatening them all with instant death if any secret nook remained undisclosed, Defarge laid his strong hand on the breast of one of these men--a man with a grey head, who had a lighted torch in his hand--separated him from the rest, and got him between himself and the wall.",A Tale of Two Cities
Charles Dickens,1921,“Show me the North Tower!” said Defarge. “Quick!”,A Tale of Two Cities
Charles Dickens,1922,"“I will faithfully,” replied the man, “if you will come with me. But there is no one there.”",A Tale of Two Cities
Charles Dickens,1923,"“What is the meaning of One Hundred and Five, North Tower?” asked Defarge. “Quick!”",A Tale of Two Cities
Charles Dickens,1924,"“The meaning, monsieur?”",A Tale of Two Cities
Charles Dickens,1925,"“Does it mean a captive, or a place of captivity? Or do you mean that I shall strike you dead?”",A Tale of Two Cities
Charles Dickens,1926,"“Kill him!” croaked Jacques Three, who had come close up.",A Tale of Two Cities
Charles Dickens,1927,"“Monsieur, it is a cell.”",A Tale of Two Cities
Charles Dickens,1928,“Show it me!”,A Tale of Two Cities
